assembly_id_simp,Contig_number,assembly_id,assembly_name,organism_name,organism_name_breed,strain,cultivar,ecotype,isolate,annotation_name,seq_length,assembly_level,release_date,wgs_project,contig_n50,scaffold_n50,sequencing_tech,submitter,bioproject,biosample,genes,protein_coding_genes,pseudogenes,checkM_marker_set,checkM_completeness,checkM_contamination,genome_id,phylogroup,assembly_ID
GCA_025176505,239,GCA_025176505.1,ASM2517650v1,Escherichia coli,NA,XY3,NA,NA,NA,NA,5100009,Scaffold,2022-09-13T00:00:00Z,NA,109504,114947,Illumina NovaSeq,"College of Life Sciences, Sichuan University",PRJNA827787,SAMN27625124,NA,NA,NA,Escherichia coli,99.37,0.92,GCA_025176505.1_ASM2517650v1_genomic,B1,NA
GCA_027888825,215,GCA_027888825.1,ASM2788882v1,Escherichia coli,NA,EC5401,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5251977,Scaffold,2023-01-17T00:00:00Z,NA,115243,116762,NovaSeq 6000,Nanjing Drum Tower Hospital,PRJNA868583,SAMN30260236,5296,4987,220,Escherichia coli,99.46,0.65,GCA_027888825.1_ASM2788882v1_genomic,B1,NA
GCA_026278585,235,GCA_026278585.1,ASM2627858v1,Escherichia coli,NA,AMR0265,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5122905,Scaffold,2022-11-22T00:00:00Z,NA,119060,125482,Illumina HiSeq,"Thailand-Japan Research Collaboration Center on Emerging and Re-emerging infections, Research Institute for Microbial Diseases, Osaka University",PRJDB5929,SAMN31502209,5172,4772,291,Escherichia coli,98.54,0.95,GCA_026278585.1_ASM2627858v1_genomic,A,NA
GCA_030208175,82,GCA_030208175.1,ASM3020817v1,Escherichia coli,NA,B31,NA,NA,NA,NA,4890793,Scaffold,2023-06-07T00:00:00Z,NA,157887,157887,Illumina HiSeq 2500,South China Agricultural University,PRJNA954068,SAMN34133683,NA,NA,NA,Escherichia coli,99.52,0.77,GCA_030208175.1_ASM3020817v1_genomic,B1,NA
GCA_028203915,292,GCA_028203915.1,ASM2820391v1,Escherichia coli,NA,EQ1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5089258,Scaffold,2023-01-29T00:00:00Z,NA,148188,148275,Illumina,Northeast Agricultural University,PRJNA917490,SAMN32539837,5106,4852,176,Escherichia coli,99.19,0.86,GCA_028203915.1_ASM2820391v1_genomic,B1,NA
GCA_028436685,81,GCA_028436685.1,ASM2843668v1,Escherichia coli,NA,558,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4949738,Scaffold,2023-02-02T00:00:00Z,NA,216473,375789,Illumina HiSeq,China Agricultural University,PRJNA675421,SAMN16707648,4804,4556,160,Escherichia coli,98.97,0.38,GCA_028436685.1_ASM2843668v1_genomic,B2,NA
GCA_028436225,95,GCA_028436225.1,ASM2843622v1,Escherichia coli,NA,194,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4703131,Scaffold,2023-02-02T00:00:00Z,NA,175257,194507,Illumina HiSeq,China Agricultural University,PRJNA675421,SAMN16707672,4562,4352,118,Escherichia coli,99.46,0.92,GCA_028436225.1_ASM2843622v1_genomic,A,NA
GCA_030208735,66,GCA_030208735.1,ASM3020873v1,Escherichia coli,NA,B110,NA,NA,NA,NA,5045174,Scaffold,2023-06-07T00:00:00Z,NA,300931,300931,Illumina HiSeq 2500,South China Agricultural University,PRJNA954068,SAMN34133656,NA,NA,NA,Escherichia coli,99.56,0.66,GCA_030208735.1_ASM3020873v1_genomic,B1,NA
GCA_027925565,3,GCA_027925565.1,ASM2792556v1,Escherichia coli,NA,EH031,NA,NA,NA,Annotation submitted by Kyushu University,5922257,Complete Genome,2023-01-13T00:00:00Z,NA,5730399,5730399,MinION,Kyushu University,PRJDB14896,SAMD00562882,5932,5811,NA,Escherichia coli,99.31,0.73,GCA_027925565.1_ASM2792556v1_genomic,B1,NA
GCA_030342625,138,GCA_030342625.1,ASM3034262v1,Escherichia coli,NA,WS-57,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5096654,Scaffold,2023-06-25T00:00:00Z,NA,114054,114054,Illumina MiniSeq,University of Zurich,PRJNA984448,SAMN35768747,5134,4780,249,Escherichia coli,98.98,0.15,GCA_030342625.1_ASM3034262v1_genomic,A,NA
GCA_029990355,5,GCA_029990355.1,ASM2999035v1,Escherichia coli,NA,AVS0465,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5291752,Complete Genome,2023-05-12T00:00:00Z,NA,5174834,5174834,"Illumina MiniSeq, Oxford Nanopore",University of Zurich,PRJNA961666,SAMN34360985,5222,4889,220,Escherichia coli,99.02,0.95,GCA_029990355.1_ASM2999035v1_genomic,B2,NA
GCA_026107315,100,GCA_026107315.1,ASM2610731v1,Escherichia coli,NA,C155,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5051968,Scaffold,2022-11-09T00:00:00Z,NA,135082,157026,Illumina HiSeq,"Thailand-Japan Research Collaboration Center on Emerging and Re-emerging infections, Research Institute for Microbial Diseases, Osaka University",PRJDB5929,SAMN31502205,4945,4714,167,Escherichia coli,98.66,0.69,GCA_026107315.1_ASM2610731v1_genomic,B1,NA
GCA_027888155,102,GCA_027888155.1,ASM2788815v1,Escherichia coli,NA,EC12092,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4848470,Scaffold,2023-01-17T00:00:00Z,NA,127695,201720,NovaSeq 6000,Nanjing Drum Tower Hospital,PRJNA868583,SAMN30260277,4731,4445,210,Escherichia coli,99.31,0.34,GCA_027888155.1_ASM2788815v1_genomic,C,NA
GCA_029542125,3,GCA_029542125.1,ASM2954212v1,Escherichia coli,NA,ws5-3,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5016877,Complete Genome,2023-04-03T00:00:00Z,NA,4814832,4814832,Illumina NovaSeq; Oxford Nanopore,Chulalongkorn University,PRJNA895725,SAMN31521643,4844,4588,133,Escherichia coli,99.43,0.32,GCA_029542125.1_ASM2954212v1_genomic,B1,NA
GCA_027675025,102,GCA_027675025.1,ASM2767502v1,Escherichia coli,NA,AM110-55,NA,NA,NA,NA,4937088,Scaffold,2023-01-11T00:00:00Z,NA,127062,127062,MGI,BGI-Shenzhen,PRJNA903559,SAMN31808921,NA,NA,NA,Escherichia coli,99.52,0.37,GCA_027675025.1_ASM2767502v1_genomic,B1,NA
GCA_029594395,75,GCA_029594395.1,ASM2959439v1,Escherichia coli,NA,A16,NA,NA,NA,NA,5042913,Scaffold,2023-04-05T00:00:00Z,NA,295084,295084,Illumina,University of Wyoming,PRJNA939729,SAMN33491738,NA,NA,NA,Escherichia coli,98.95,0.33,GCA_029594395.1_ASM2959439v1_genomic,B2,NA
GCA_024585925,9,GCA_024585925.1,ASM2458592v1,Escherichia coli,NA,PI7,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5201754,Complete Genome,2022-08-08T00:00:00Z,NA,4904779,4904779,Oxford Nanopore MinION; Illumina NovaSeq,University of Bern,PRJNA725375,SAMN18877292,5065,4766,172,Escherichia coli,98.91,0.39,GCA_024585925.1_ASM2458592v1_genomic,B1,NA
GCA_030316195,2,GCA_030316195.1,ASM3031619v1,Escherichia coli,NA,TG1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4705865,Complete Genome,2023-06-21T00:00:00Z,NA,4473541,4473541,Illumina NextSeq,Tango Biosciences,PRJNA983404,SAMN35725363,4598,4266,209,Escherichia coli,98.26,0.15,GCA_030316195.1_ASM3031619v1_genomic,A,NA
GCA_029813175,73,GCA_029813175.1,ASM2981317v1,Escherichia coli,NA,G15,NA,NA,NA,NA,5015260,Scaffold,2023-04-18T00:00:00Z,NA,137615,213404,Illumina MiSeq,University of New South Wales,PRJNA916637,SAMN32489355,NA,NA,NA,Escherichia coli,98.67,0.64,GCA_029813175.1_ASM2981317v1_genomic,B2,NA
GCA_024917895,4,GCA_024917895.1,ASM2491789v1,Escherichia coli O25b:H4-ST131,NA,5506,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5179171,Complete Genome,2022-09-04T00:00:00Z,NA,4999416,4999416,Oxford Nanopore GridION,University of Texas MD Anderson Cancer Center,PRJNA836696,SAMN28174099,5102,4776,213,Escherichia coli,98.61,0.83,GCA_024917895.1_ASM2491789v1_genomic,B2,NA
GCA_030142705,1,GCA_030142705.1,ASM3014270v1,Escherichia coli,NA,IVRI_FBI_605,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4823213,Chromosome,2023-05-31T00:00:00Z,NA,916547,4823213,Illumina MiSeq,Indian Veterinary Research Institute,PRJNA968148,SAMN34896841,4593,4383,95,Escherichia coli,99.47,0.18,GCA_030142705.1_ASM3014270v1_genomic,D,NA
GCA_030168715,4,GCA_030168715.1,ASM3016871v1,Escherichia coli,NA,W409,NA,NA,NA,NA,4999924,Complete Genome,2023-06-05T00:00:00Z,NA,4762259,4762259,Illumina HiSeq 2500,South China Agricultural University,PRJNA954068,SAMN34133715,NA,NA,NA,Escherichia coli,98.09,0.48,GCA_030168715.1_ASM3016871v1_genomic,A,NA
GCA_025995195,2,GCA_025995195.1,ASM2599519v1,Escherichia coli,NA,F690,NA,NA,NA,"Annotation submitted by Kyushu University Graduate school of medical sciences, department of Bacteriology",5630853,Complete Genome,2022-07-27T00:00:00Z,NA,5472504,5472504,MinION; Illumina Miseq,"Kyushu University Graduate school of medical sciences, department of Bacteriology",PRJDB13729,SAMD00495865,5513,5385,NA,Escherichia coli,99.46,0.15,GCA_025995195.1_ASM2599519v1_genomic,E,NA
GCA_025244625,1,GCA_025244625.1,ASM2524462v1,Escherichia coli,NA,hubt-sl,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4859767,Complete Genome,2022-09-17T00:00:00Z,NA,4859767,4859767,454,hbut,PRJNA876797,SAMN30672768,4734,4456,156,Escherichia coli,98.8,0.36,GCA_025244625.1_ASM2524462v1_genomic,B1,NA
GCA_028436485,112,GCA_028436485.1,ASM2843648v1,Escherichia coli,NA,38,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4848637,Scaffold,2023-02-02T00:00:00Z,NA,149202,149202,Illumina HiSeq,China Agricultural University,PRJNA675421,SAMN16707658,4755,4515,133,Escherichia coli,99.05,0.52,GCA_028436485.1_ASM2843648v1_genomic,B1,NA
GCA_030063885,2,GCA_030063885.1,ASM3006388v1,Escherichia coli,NA,AVS0750,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5184596,Complete Genome,2023-05-12T00:00:00Z,NA,5039061,5039061,"Illumina MiniSeq, Oxford Nanopore",University of Zurich,PRJNA961666,SAMN34360953,5076,4747,223,Escherichia coli,98.67,0.91,GCA_030063885.1_ASM3006388v1_genomic,B2,NA
GCA_030142785,1,GCA_030142785.1,ASM3014278v1,Escherichia coli,NA,IVRI_FBI_599,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4749733,Chromosome,2023-05-31T00:00:00Z,NA,934980,4749733,Illumina MiSeq,Indian Veterinary Research Institute,PRJNA968148,SAMN34896835,4610,4334,162,Escherichia coli,98.9,0.43,GCA_030142785.1_ASM3014278v1_genomic,B1,NA
GCA_029223625,2,GCA_029223625.1,ASM2922362v1,Escherichia coli,NA,MRE162 substr. FRA,NA,NA,NA,Annotation submitted by Norwegian Defence Research Establishment,4761548,Complete Genome,2023-03-16T00:00:00Z,NA,4684699,4684699,Illumina MiSeq; Oxford Nanopore MinION,Norwegian Defence Research Establishment,PRJNA935550,SAMN33417456,4638,4312,205,Escherichia coli,98.89,0.36,GCA_029223625.1_ASM2922362v1_genomic,A,NA
GCA_030178155,77,GCA_030178155.1,ASM3017815v1,Escherichia coli,NA,4,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4887979,Scaffold,2023-05-12T00:00:00Z,NA,150716,150716,Illumina HiSeq PE150,Huazhong Agricultural University,PRJNA530361,SAMN11311941,4881,4616,168,Escherichia coli,99.36,0.52,GCA_030178155.1_ASM3017815v1_genomic,B1,NA
GCA_028525725,92,GCA_028525725.1,ASM2852572v1,Escherichia coli,NA,LJS024,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5045090,Scaffold,2023-02-06T00:00:00Z,NA,186538,208551,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904740,5021,4685,234,Escherichia coli,98.89,0.33,GCA_028525725.1_ASM2852572v1_genomic,C,NA
GCA_024547485,131,GCA_024547485.1,ASM2454748v1,Escherichia coli,NA,A021,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5202823,Scaffold,2022-07-31T00:00:00Z,NA,146952,146952,Illumina MiSeq,National Institute of Public Health NIH - NRI,PRJNA861130,SAMN29884161,5121,4844,180,Escherichia coli,99.38,0.21,GCA_024547485.1_ASM2454748v1_genomic,D,NA
GCA_028523935,113,GCA_028523935.1,ASM2852393v1,Escherichia coli,NA,LJS122,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5055459,Scaffold,2023-02-06T00:00:00Z,NA,151249,165757,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904806,4877,4639,150,Escherichia coli,99.52,0.57,GCA_028523935.1_ASM2852393v1_genomic,D,NA
GCA_024399055,3,GCA_024399055.1,ASM2439905v1,Escherichia coli,NA,MEI008,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5101385,Complete Genome,2022-07-25T00:00:00Z,NA,4879505,4879505,Oxford Nanopore MinION; Illumina NovaSeq,University of Bern,PRJNA579943,SAMN19036486,4928,4631,179,Escherichia coli,98.84,0.34,GCA_024399055.1_ASM2439905v1_genomic,B1,NA
GCA_027887415,151,GCA_027887415.1,ASM2788741v1,Escherichia coli,NA,EC16109,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5267681,Scaffold,2023-01-17T00:00:00Z,NA,150214,165927,NovaSeq 6000,Nanjing Drum Tower Hospital,PRJNA868583,SAMN30260312,5203,4933,180,Escherichia coli,99.45,0.78,GCA_027887415.1_ASM2788741v1_genomic,D,NA
GCA_025336755,59,GCA_025336755.1,ASM2533675v1,Escherichia coli,NA,Q0224,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4915778,Scaffold,2022-09-20T00:00:00Z,NA,422226,422226,Illumina + MinION,IHU Mediterranee Infection,PRJNA841695,SAMN28613569,4856,4524,212,Escherichia coli,98.72,0.72,GCA_025336755.1_ASM2533675v1_genomic,A,NA
GCA_024917975,5,GCA_024917975.1,ASM2491797v1,Escherichia coli O25b:H4-ST131,NA,751,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5494413,Complete Genome,2022-09-04T00:00:00Z,NA,5211978,5211978,Oxford Nanopore GridION,University of Texas MD Anderson Cancer Center,PRJNA836696,SAMN28173988,5460,5109,240,Escherichia coli,99,0.75,GCA_024917975.1_ASM2491797v1_genomic,B2,NA
GCA_030345415,1,GCA_030345415.1,ASM3034541v1,Escherichia coli,NA,SY22A6,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4687476,Complete Genome,2023-06-26T00:00:00Z,NA,4687476,4687476,Oxford Nanopore PromethION,Shanghai Jiao Tong University,PRJNA884016,SAMN31007792,4571,4251,198,Escherichia coli,97.11,0.15,GCA_030345415.1_ASM3034541v1_genomic,A,NA
GCA_025369915,7,GCA_025369915.1,ASM2536991v1,Escherichia coli,NA,E6,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5232529,Complete Genome,2022-09-22T00:00:00Z,NA,4876912,4876912,Oxford Nanopore; Illumina MiSeq,University of Missouri,PRJNA879066,SAMN30789309,5124,4822,183,Escherichia coli,99.55,0.3,GCA_025369915.1_ASM2536991v1_genomic,A,NA
GCA_029676905,229,GCA_029676905.1,ASM2967690v1,Escherichia coli,NA,XSS4-1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5199773,Scaffold,2023-04-11T00:00:00Z,NA,175202,175202,Illumina HiSeq,South China Agricultural University,PRJNA857571,SAMN29629954,5267,4879,270,Escherichia coli,99.53,0.75,GCA_029676905.1_ASM2967690v1_genomic,B1,NA
GCA_028525855,164,GCA_028525855.1,ASM2852585v1,Escherichia coli,NA,LJS010,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5103982,Scaffold,2023-02-06T00:00:00Z,NA,140578,183262,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904732,5119,4826,197,Escherichia coli,99.51,0.35,GCA_028525855.1_ASM2852585v1_genomic,B1,NA
GCA_028752675,3,GCA_028752675.1,ASM2875267v1,Escherichia coli,NA,APEC 16-1068,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5280305,Complete Genome,2023-02-21T00:00:00Z,NA,5079315,5079315,Oxford Nanopore MinION; Illumina MiSeq,University of Melbourne,PRJNA780013,SAMN23170097,5229,4856,247,Escherichia coli,99.03,0.5,GCA_028752675.1_ASM2875267v1_genomic,B2,NA
GCA_027888775,123,GCA_027888775.1,ASM2788877v1,Escherichia coli,NA,EC5679,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4899476,Scaffold,2023-01-17T00:00:00Z,NA,159897,173957,NovaSeq 6000,Nanjing Drum Tower Hospital,PRJNA868583,SAMN30260240,4831,4543,206,Escherichia coli,99.37,0.45,GCA_027888775.1_ASM2788877v1_genomic,C,NA
GCA_027941635,257,GCA_027941635.1,ASM2794163v1,Escherichia coli,NA,L4M4-CTX03,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5118931,Scaffold,2023-01-22T00:00:00Z,NA,119506,119506,Illumina,Universidad Complutense de Madrid,PRJNA905944,SAMN32755910,5332,4965,243,Escherichia coli,99.22,0.81,GCA_027941635.1_ASM2794163v1_genomic,A,NA
GCA_029676885,223,GCA_029676885.1,ASM2967688v1,Escherichia coli,NA,XSS34-2,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5202782,Scaffold,2023-04-11T00:00:00Z,NA,175202,175202,Illumina HiSeq,South China Agricultural University,PRJNA857571,SAMN29629953,5265,4882,265,Escherichia coli,99.53,0.75,GCA_029676885.1_ASM2967688v1_genomic,B1,NA
GCA_024396495,1,GCA_024396495.1,ASM2439649v1,Escherichia coli,NA,UTI89-2,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5065747,Chromosome,2022-07-25T00:00:00Z,NA,3941231,5065747,Illumina,Baylor College of Medicine,PRJNA808067,SAMN26026499,4908,4633,158,Escherichia coli,99.19,0.21,GCA_024396495.1_ASM2439649v1_genomic,B2,NA
GCA_030038915,7,GCA_030038915.1,ASM3003891v1,Escherichia coli,NA,AVS0051,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5190573,Complete Genome,2023-05-12T00:00:00Z,NA,4974345,4974345,"Illumina MiniSeq, Oxford Nanopore",University of Zurich,PRJNA961666,SAMN34360971,5103,4783,211,Escherichia coli,98.37,0.51,GCA_030038915.1_ASM3003891v1_genomic,B2,NA
GCA_030053055,1,GCA_030053055.1,ASM3005305v1,Escherichia coli,NA,7A_CSF4O2,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4641602,Chromosome,2023-05-20T00:00:00Z,NA,4641502,4641602,Novaseq 6000,GADVASU,PRJNA963372,SAMN34443343,4524,4197,206,Escherichia coli,99.01,0.15,GCA_030053055.1_ASM3005305v1_genomic,A,NA
GCA_030295525,5,GCA_030295525.1,ASM3029552v1,Escherichia coli,NA,JNE131328,NA,NA,NA,Annotation submitted by National Institute of Infectious Diseases,5202722,Complete Genome,2023-05-30T00:00:00Z,NA,5018637,5018637,Illumina MiSeq; PacBio Sequel IIe,National Institute of Infectious Diseases,PRJDB14917,SAMD00566111,5014,4893,NA,Escherichia coli,99.15,0.6,GCA_030295525.1_ASM3029552v1_genomic,B1,NA
GCA_030142805,1,GCA_030142805.1,ASM3014280v1,Escherichia coli,NA,IVRI_FBI_592,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4704918,Chromosome,2023-05-31T00:00:00Z,NA,969662,4704918,Illumina MiSeq,Indian Veterinary Research Institute,PRJNA968148,SAMN34896829,4493,4181,197,Escherichia coli,96.04,0.62,GCA_030142805.1_ASM3014280v1_genomic,A,NA
GCA_029625155,2,GCA_029625155.1,ASM2962515v1,Escherichia coli,NA,E57,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5070581,Complete Genome,2023-04-09T00:00:00Z,NA,4946171,4946171,Illumina HiSeq; PacBio Sequel,Chinese Academy of Agricultural Sciences,PRJNA949008,SAMN33924089,4937,4697,124,Escherichia coli,98.19,0.45,GCA_029625155.1_ASM2962515v1_genomic,F,NA
GCA_026612055,131,GCA_026612055.1,ASM2661205v1,Escherichia coli,NA,QN14,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5463803,Scaffold,2022-12-02T00:00:00Z,NA,157498,160289,Illumina HiSeq,China Agricultural University,PRJNA664776,SAMN16232067,5452,5154,209,Escherichia coli,99.5,0.77,GCA_026612055.1_ASM2661205v1_genomic,B1,NA
GCA_025336685,92,GCA_025336685.1,ASM2533668v1,Escherichia coli,NA,Q0226,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5378145,Scaffold,2022-09-20T00:00:00Z,NA,260146,328019,Illumina + MinION,IHU Mediterranee Infection,PRJNA841695,SAMN28613571,5349,5037,194,Escherichia coli,99.29,0.79,GCA_025336685.1_ASM2533668v1_genomic,B1,NA
GCA_028525495,89,GCA_028525495.1,ASM2852549v1,Escherichia coli,NA,LJS038,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4608756,Scaffold,2023-02-06T00:00:00Z,NA,185257,192683,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904751,4501,4249,158,Escherichia coli,99.55,0.33,GCA_028525495.1_ASM2852549v1_genomic,A,NA
GCA_029855205,1,GCA_029855205.1,ASM2985520v1,Escherichia coli,NA,2A_XO16,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4641898,Chromosome,2023-04-24T00:00:00Z,NA,4641798,4641898,Novaseq 6000,GADVASU,PRJNA951342,SAMN34037333,4517,4222,174,Escherichia coli,99.45,0.15,GCA_029855205.1_ASM2985520v1_genomic,C,NA
GCA_024735225,4,GCA_024735225.1,ASM2473522v1,Escherichia coli,NA,XH987,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5258359,Complete Genome,2022-08-24T00:00:00Z,NA,4928659,4928659,Oxford Nanopore MinION; Illumina,"Sir Run Run Shaw Hospital, School of Medicine, Zhejiang University",PRJNA868478,SAMN30247543,5202,4829,248,Escherichia coli,99.13,0.51,GCA_024735225.1_ASM2473522v1_genomic,B1,NA
GCA_025369715,3,GCA_025369715.1,ASM2536971v1,Escherichia coli,NA,E10,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5221102,Complete Genome,2022-09-22T00:00:00Z,NA,5084037,5084037,Oxford Nanopore; Illumina MiSeq,University of Missouri,PRJNA879066,SAMN30789313,5172,4838,215,Escherichia coli,98.87,0.46,GCA_025369715.1_ASM2536971v1_genomic,B2,NA
GCA_030013145,5,GCA_030013145.1,ASM3001314v1,Escherichia coli,NA,ETEC4088,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5239226,Complete Genome,2023-05-15T00:00:00Z,NA,4978151,4978151,Oxford Nanopore GridION,Universiteit Gent,PRJNA917806,SAMN32549664,5106,4762,224,Escherichia coli,99.16,0.75,GCA_030013145.1_ASM3001314v1_genomic,B1,NA
GCA_028525185,96,GCA_028525185.1,ASM2852518v1,Escherichia coli,NA,LJS069,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4608545,Scaffold,2023-02-06T00:00:00Z,NA,142733,192616,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904769,4507,4256,157,Escherichia coli,99.55,0.33,GCA_028525185.1_ASM2852518v1_genomic,A,NA
GCA_026506315,5,GCA_026506315.1,ASM2650631v1,Escherichia coli,NA,MS1737,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5237454,Complete Genome,2022-11-29T00:00:00Z,NA,4787760,4787760,Oxford Nanopore GridION; Illumina HiSeq,Mississippi State University,PRJNA839731,SAMN28550362,5135,4812,211,Escherichia coli,99.24,0.33,GCA_026506315.1_ASM2650631v1_genomic,B2,NA
GCA_027887355,176,GCA_027887355.1,ASM2788735v1,Escherichia coli,NA,EC16561,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5023830,Scaffold,2023-01-17T00:00:00Z,NA,106234,118986,NovaSeq 6000,Nanjing Drum Tower Hospital,PRJNA868583,SAMN30260318,4945,4638,227,Escherichia coli,98.7,0.66,GCA_027887355.1_ASM2788735v1_genomic,A,NA
GCA_026651225,4,GCA_026651225.1,ASM2665122v1,Escherichia coli,NA,GN06156,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5040973,Complete Genome,2022-12-05T00:00:00Z,NA,4873837,4873837,PacBio Sequel,Duke University,PRJNA823807,SAMN27361467,4828,4605,106,Escherichia coli,99.04,0.75,GCA_026651225.1_ASM2665122v1_genomic,D,NA
GCA_028436185,129,GCA_028436185.1,ASM2843618v1,Escherichia coli,NA,47,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4630156,Scaffold,2023-02-02T00:00:00Z,NA,109769,117176,Illumina HiSeq,China Agricultural University,PRJNA675421,SAMN16707671,4517,4250,173,Escherichia coli,98.21,0.61,GCA_028436185.1_ASM2843618v1_genomic,A,NA
GCA_027686605,85,GCA_027686605.1,ASM2768660v1,Escherichia coli,NA,AF102-01,NA,NA,NA,NA,4699832,Scaffold,2023-01-12T00:00:00Z,NA,185218,194213,MGI,BGI-Shenzhen,PRJNA903559,SAMN31807790,NA,NA,NA,Escherichia coli,99.56,0.4,GCA_027686605.1_ASM2768660v1_genomic,B1,NA
GCA_028436845,133,GCA_028436845.1,ASM2843684v1,Escherichia coli,NA,134,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5160984,Scaffold,2023-02-02T00:00:00Z,NA,185100,207551,Illumina HiSeq,China Agricultural University,PRJNA675421,SAMN16707641,5021,4791,132,Escherichia coli,99.29,0.61,GCA_028436845.1_ASM2843684v1_genomic,D,NA
GCA_027925625,5,GCA_027925625.1,ASM2792562v1,Escherichia coli,NA,H19,NA,NA,NA,Annotation submitted by Kyushu University,5809914,Complete Genome,2023-01-13T00:00:00Z,NA,5536811,5536811,MinION,Kyushu University,PRJDB14896,SAMD00562883,5784,5668,NA,Escherichia coli,99.31,0.79,GCA_027925625.1_ASM2792562v1_genomic,B1,NA
GCA_029359995,93,GCA_029359995.1,ASM2935999v1,Escherichia coli,NA,ET_21,NA,NA,NA,NA,5138441,Scaffold,2023-03-22T00:00:00Z,NA,232298,232298,Complete Genomics,University of Gothenburg,PRJNA914629,SAMN32539335,NA,NA,NA,Escherichia coli,99.02,0.29,GCA_029359995.1_ASM2935999v1_genomic,A,NA
