assembly_id_simp,Contig_number,assembly_id,organism_name,organism_name_breed,strain,cultivar,ecotype,isolate,annotation_name,seq_length,assembly_level,release_date,wgs_project,contig_n50,scaffold_n50,sequencing_tech,submitter,bioproject,biosample,genes,protein_coding_genes,pseudogenes,checkM_marker_set,checkM_completeness,checkM_contamination
GCA_030324785,82,GCA_030324785.1,Escherichia coli,NA,R269-2,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4797475,Scaffold,2023-06-22T00:00:00Z,NA,205137,233414,Illumina,City University of Hong Kong,PRJNA640517,SAMN15324947,4673,4423,169,Escherichia coli,99.25,0.52
GCA_027887475,116,GCA_027887475.1,Escherichia coli,NA,EC16275,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5059611,Scaffold,2023-01-17T00:00:00Z,NA,134569,147422,NovaSeq 6000,Nanjing Drum Tower Hospital,PRJNA868583,SAMN30260315,4958,4710,163,Escherichia coli,99.43,0.31
GCA_024300785,2,GCA_024300785.1,Escherichia coli,NA,99-3311,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5540804,Complete Genome,2022-07-18T00:00:00Z,NA,5448459,5448459,Oxford Nanopore MiniION; Illumina MiSeq,The University of Texas at San Antonio,PRJNA794938,SAMN24907331,5474,5039,305,Escherichia coli,99.21,0.31
GCA_024300705,3,GCA_024300705.1,Escherichia coli,NA,2000-3039,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5577330,Complete Genome,2022-07-18T00:00:00Z,NA,5497490,5497490,Oxford Nanopore MiniION; Illumina MiSeq,The University of Texas at San Antonio,PRJNA794938,SAMN24907327,5610,5204,281,Escherichia coli,99.41,0.15
GCA_030328345,108,GCA_030328345.1,Escherichia coli,NA,JF462,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4797539,Scaffold,2023-06-22T00:00:00Z,NA,110519,126951,Illumina,City University of Hong Kong,PRJNA640517,SAMN15324806,4606,4393,130,Escherichia coli,99.03,0.6
GCA_028524915,121,GCA_028524915.1,Escherichia coli,NA,LJS082,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5047089,Scaffold,2023-02-06T00:00:00Z,NA,209999,248710,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904780,4992,4734,160,Escherichia coli,99.41,0.58
GCA_028525645,117,GCA_028525645.1,Escherichia coli,NA,LJS026,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5046325,Scaffold,2023-02-06T00:00:00Z,NA,210000,268337,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904742,4991,4737,159,Escherichia coli,99.41,0.58
GCA_030036655,2,GCA_030036655.1,Escherichia coli,NA,AVS0282,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5235333,Complete Genome,2023-05-12T00:00:00Z,NA,5088698,5088698,"Illumina MiniSeq, Oxford Nanopore",University of Zurich,PRJNA961666,SAMN34360949,5109,4758,243,Escherichia coli,98.64,0.97
GCA_026001065,5,GCA_026001065.1,Escherichia coli,NA,IPCEC31,NA,NA,NA,Annotation submitted by National Institute of Infectious Diseases,5021947,Complete Genome,2022-09-14T00:00:00Z,NA,4811586,4811586,Illumina MiSeq; ONT MinION,National Institute of Infectious Diseases,PRJDB6936,SAMD00533653,4847,4735,NA,Escherichia coli,99.35,0.26
GCA_029360185,141,GCA_029360185.1,Escherichia coli,NA,ET_10,NA,NA,NA,NA,5160128,Scaffold,2023-03-22T00:00:00Z,NA,159200,159200,Complete Genomics,University of Gothenburg,PRJNA914629,SAMN32539326,NA,NA,NA,Escherichia coli,99.46,0.55
GCA_030208655,62,GCA_030208655.1,Escherichia coli,NA,B113,NA,NA,NA,NA,5039993,Scaffold,2023-06-07T00:00:00Z,NA,226664,226664,Illumina HiSeq 2500,South China Agricultural University,PRJNA954068,SAMN34133659,NA,NA,NA,Escherichia coli,99.56,0.66
GCA_023657955,5,GCA_023657955.1,Escherichia coli,NA,Z0117EC0117,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5274815,Complete Genome,2022-06-07T00:00:00Z,NA,5156910,5156910,PacBio Sequel,Yonsei University College of medicine,PRJNA843104,SAMN28703755,5148,4842,186,Escherichia coli,99.21,0.25
GCA_030013475,5,GCA_030013475.1,Escherichia coli,NA,ETEC1747,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5474328,Complete Genome,2023-05-15T00:00:00Z,NA,5240928,5240928,Oxford Nanopore GridION,Universiteit Gent,PRJNA917806,SAMN32549624,5476,5068,284,Escherichia coli,98.47,0.23
GCA_029962285,4,GCA_029962285.1,Escherichia coli O157:H7 str. EDL933,NA,EDL933,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5774699,Complete Genome,2023-05-10T00:00:00Z,NA,5138920,5138920,Oxford Nanopore,East China University of Science and Technology,PRJNA963085,SAMN34435701,5816,5356,323,Escherichia coli,99.51,0.15
GCA_030063865,7,GCA_030063865.1,Escherichia coli,NA,AVS0042,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5128314,Chromosome,2023-05-12T00:00:00Z,NA,5043712,5043712,"Illumina MiniSeq, Oxford Nanopore",University of Zurich,PRJNA961666,SAMN34360968,5036,4707,224,Escherichia coli,98.33,0.51
GCA_030024545,262,GCA_030024545.1,Escherichia coli,NA,33,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4774517,Scaffold,2023-05-16T00:00:00Z,NA,112783,112783,Illumina MiSeq,Cepheid,PRJNA962793,SAMN34372883,4823,4500,218,Escherichia coli,98.74,0.99
GCA_030013105,5,GCA_030013105.1,Escherichia coli,NA,ETEC4090,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5585754,Complete Genome,2023-05-15T00:00:00Z,NA,5314054,5314054,Oxford Nanopore GridION,Universiteit Gent,PRJNA917806,SAMN32549666,5694,5245,316,Escherichia coli,98.17,0.21
GCA_030024615,203,GCA_030024615.1,Escherichia coli,NA,25,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4982532,Scaffold,2023-05-16T00:00:00Z,NA,173622,173622,Illumina MiSeq,Cepheid,PRJNA962793,SAMN34372880,4968,4646,224,Escherichia coli,99.33,0.4
GCA_024496025,2,GCA_024496025.1,Escherichia coli,NA,35152,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5086480,Complete Genome,2022-07-31T00:00:00Z,NA,4863139,4863139,Illumina HiSeq; Oxford Nanopore MinION,"West China Hospital, Sichuan University",PRJNA385738,SAMN29911867,4985,4609,255,Escherichia coli,99.37,0.25
GCA_029133535,103,GCA_029133535.1,Escherichia coli,NA,CT173,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5002708,Scaffold,2023-03-10T00:00:00Z,NA,188802,188802,Illumina HiSeq,Nanjing Agricultural University,PRJNA826997,SAMN27607309,4988,4689,197,Escherichia coli,99.4,0.88
GCA_030162155,8,GCA_030162155.2,Escherichia coli,NA,VE-T9,NA,NA,NA,"Annotation submitted by AMR Research Center, National Institute of Infectious Diseases",4798951,Complete Genome,2023-04-14T00:00:00Z,NA,4573484,4573484,Illumina MiSeq; ONT MinION,"AMR Research Center, National Institute of Infectious Diseases",PRJDB10427,SAMD00587239,4652,4539,NA,Escherichia coli,97.6,0.8
GCA_026612855,148,GCA_026612855.1,Escherichia coli,NA,Q95,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4888396,Scaffold,2022-12-02T00:00:00Z,NA,94141,102577,Illumina HiSeq,China Agricultural University,PRJNA664776,SAMN16232027,4777,4510,177,Escherichia coli,99.52,0.6
GCA_025629265,76,GCA_025629265.1,Escherichia coli,NA,Oxa48 (31609734),NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5133710,Scaffold,2022-10-08T00:00:00Z,NA,213958,213958,Illumina NovaSeq,university of Nantes,PRJNA877199,SAMN30685947,5062,4811,164,Escherichia coli,99.02,0.59
GCA_027925685,6,GCA_027925685.1,Escherichia coli,NA,20.1,NA,NA,NA,Annotation submitted by Kyushu University,5906349,Complete Genome,2023-01-13T00:00:00Z,NA,5668289,5668289,MinION,Kyushu University,PRJDB14896,SAMD00562884,5929,5806,NA,Escherichia coli,98.99,0.71
GCA_025567645,194,GCA_025567645.1,Escherichia coli,NA,SH21PE25,NA,NA,NA,NA,4740793,Scaffold,2022-10-04T00:00:00Z,NA,97162,100951,Illumina HiSeq,Yangzhou University,PRJNA836295,SAMN28157312,NA,NA,NA,Escherichia coli,99.1,0.28
GCA_030036835,3,GCA_030036835.1,Escherichia coli,NA,AVS0662,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5097370,Complete Genome,2023-05-12T00:00:00Z,NA,4933398,4933398,"Illumina MiniSeq, Oxford Nanopore",University of Zurich,PRJNA961666,SAMN34360957,5003,4691,209,Escherichia coli,97.96,0.9
GCA_024023075,2,GCA_024023075.1,Escherichia coli,NA,WG1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4735495,Complete Genome,2022-06-29T00:00:00Z,NA,4668087,4668087,"Illumina HiSeq, Oxford Nanopore",Aston University,PRJNA848777,SAMN29011448,4624,4329,176,Escherichia coli,98.8,0.15
GCA_030178015,142,GCA_030178015.1,Escherichia coli,NA,1344,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5195361,Scaffold,2023-05-12T00:00:00Z,NA,107258,107258,Illumina HiSeq PE150,Huazhong Agricultural University,PRJNA530361,SAMN11311949,5327,5036,194,Escherichia coli,97.51,0.75
GCA_027706665,206,GCA_027706665.1,Escherichia coli,NA,L3M1-CTX09,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5141203,Scaffold,2023-01-10T00:00:00Z,NA,100792,100792,Illumina,Universidad Complutense de Madrid,PRJNA905944,SAMN32596139,5217,4845,257,Escherichia coli,99.31,0.98
GCA_030012645,4,GCA_030012645.1,Escherichia coli,NA,ETEC1717,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5274950,Complete Genome,2023-05-15T00:00:00Z,NA,5122802,5122802,Oxford Nanopore GridION,Universiteit Gent,PRJNA917806,SAMN32549596,5298,4875,291,Escherichia coli,97.16,0.18
GCA_030325165,94,GCA_030325165.1,Escherichia coli,NA,353,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4970534,Scaffold,2023-06-22T00:00:00Z,NA,131802,158497,Illumina,City University of Hong Kong,PRJNA640517,SAMN15324928,4846,4668,110,Escherichia coli,99.29,0.72
GCA_024585465,4,GCA_024585465.1,Escherichia coli,NA,MB53,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4709056,Complete Genome,2022-08-08T00:00:00Z,NA,4588635,4588635,Oxford Nanopore MinION; Illumina NovaSeq,University of Bern,PRJNA725375,SAMN18877315,4568,4220,231,Escherichia coli,97.62,0.61
GCA_030325145,92,GCA_030325145.1,Escherichia coli,NA,224,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4918510,Scaffold,2023-06-22T00:00:00Z,NA,242114,333136,Illumina,City University of Hong Kong,PRJNA640517,SAMN15324926,4700,4546,87,Escherichia coli,99.24,0.54
GCA_030028195,1,GCA_030028195.1,Escherichia coli,NA,HE_50,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4688252,Complete Genome,2023-05-17T00:00:00Z,NA,4688252,4688252,Illumina NextSeq,University of Victoria,PRJNA892151,SAMN31370356,4574,4206,246,Escherichia coli,96.3,0.31
GCA_026119875,2,GCA_026119875.1,Escherichia coli,NA,9A-1-1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4723771,Chromosome,2022-11-10T00:00:00Z,NA,4615780,4615880,Illumina; Oxford Nanopore MinION,Liverpool School of Tropical Medicine,PRJNA867121,SAMN30184369,4616,4282,212,Escherichia coli,98.33,0.15
GCA_030208605,66,GCA_030208605.1,Escherichia coli,NA,B115,NA,NA,NA,NA,5043134,Scaffold,2023-06-07T00:00:00Z,NA,210085,210085,Illumina HiSeq 2500,South China Agricultural University,PRJNA954068,SAMN34133661,NA,NA,NA,Escherichia coli,99.56,0.66
GCA_027888755,193,GCA_027888755.1,Escherichia coli,NA,EC5780,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5351776,Scaffold,2023-01-17T00:00:00Z,NA,173810,185176,NovaSeq 6000,Nanjing Drum Tower Hospital,PRJNA868583,SAMN30260241,5312,4975,258,Escherichia coli,99.11,0.86
GCA_030012785,6,GCA_030012785.1,Escherichia coli,NA,ETEC1701,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5320948,Complete Genome,2023-05-15T00:00:00Z,NA,5087502,5087502,Oxford Nanopore GridION,Universiteit Gent,PRJNA917806,SAMN32549584,5253,4822,306,Escherichia coli,97.08,0.18
GCA_030028175,1,GCA_030028175.1,Escherichia coli,NA,HE_100,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4688244,Complete Genome,2023-05-17T00:00:00Z,NA,4688244,4688244,Illumina NextSeq,University of Victoria,PRJNA892151,SAMN31370357,4577,4187,268,Escherichia coli,95.97,0.5
GCA_028524475,171,GCA_028524475.1,Escherichia coli,NA,LJS102,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5014523,Scaffold,2023-02-06T00:00:00Z,NA,103366,130473,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904795,4960,4643,220,Escherichia coli,98.79,0.54
GCA_025336665,161,GCA_025336665.1,Escherichia coli,NA,Q0235,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4899977,Scaffold,2022-09-20T00:00:00Z,NA,236585,302997,Illumina,IHU Mediterranee Infection,PRJNA841695,SAMN28613579,4794,4596,125,Escherichia coli,99.2,0.49
GCA_024917735,7,GCA_024917735.1,Escherichia coli,NA,4238,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5125971,Complete Genome,2022-09-04T00:00:00Z,NA,4828093,4828093,Oxford Nanopore GridION,University of Texas MD Anderson Cancer Center,PRJNA836696,SAMN28174054,5016,4647,251,Escherichia coli,99.37,0.66
GCA_025336465,169,GCA_025336465.1,Escherichia coli,NA,BR-MHR261Eco,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5039191,Scaffold,2022-09-20T00:00:00Z,NA,155058,155058,Illumina NextSeq,Bangladesh Agricultural University,PRJNA877452,SAMN30707465,5024,4778,149,Escherichia coli,99.56,0.68
GCA_027888935,222,GCA_027888935.1,Escherichia coli,NA,EC5418,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5472017,Scaffold,2023-01-17T00:00:00Z,NA,173807,185445,NovaSeq 6000,Nanjing Drum Tower Hospital,PRJNA868583,SAMN30260237,5500,5146,268,Escherichia coli,99.11,0.94
GCA_030324765,119,GCA_030324765.1,Escherichia coli,NA,R217-3-1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4838703,Scaffold,2023-06-22T00:00:00Z,NA,128441,147125,Illumina,City University of Hong Kong,PRJNA640517,SAMN15324946,4714,4489,147,Escherichia coli,99.05,0.43
GCA_030295585,8,GCA_030295585.1,Escherichia coli,NA,JNE120393,NA,NA,NA,Annotation submitted by National Institute of Infectious Diseases,5259148,Complete Genome,2023-05-30T00:00:00Z,NA,5072830,5072830,Illumina MiSeq; PacBio RS II,National Institute of Infectious Diseases,PRJDB14917,SAMD00566463,5109,4988,NA,Escherichia coli,99.21,0.6
GCA_030012765,9,GCA_030012765.1,Escherichia coli,NA,ETEC1702,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5105109,Complete Genome,2023-05-15T00:00:00Z,NA,4741850,4741850,Oxford Nanopore GridION,Universiteit Gent,PRJNA917806,SAMN32549585,5097,4638,338,Escherichia coli,97.51,0.44
GCA_026074235,3,GCA_026074235.1,Escherichia coli,NA,MY732,NA,NA,NA,"Annotation submitted by Graduate School of Veterinary Science, Osaka Metropolitan University",5131270,Complete Genome,2022-10-15T00:00:00Z,NA,4975275,4975275,Nanopore MinION; Illumina NovaSeq,"Graduate School of Veterinary Science, Osaka Metropolitan University",PRJDB14482,SAMD00547841,4944,4836,NA,Escherichia coli,99.56,0.58
GCA_025751035,69,GCA_025751035.1,Escherichia coli,NA,SNU-Eco017,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4821147,Scaffold,2022-10-18T00:00:00Z,NA,170255,269400,Illumina NextSeq,Seoul National University,PRJNA889329,SAMN31236520,4775,4511,177,Escherichia coli,98.26,0.15
GCA_030169335,5,GCA_030169335.1,Escherichia coli,NA,AHM8C212RI,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5117266,Complete Genome,2023-06-05T00:00:00Z,NA,4901254,4901254,Oxford Nanopore MiniION,South China Agricultural University,PRJNA876631,SAMN30667242,4966,4661,192,Escherichia coli,99.44,0.71
GCA_027945175,2,GCA_027945175.1,Escherichia coli,NA,STEC1575,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5044589,Complete Genome,2023-01-24T00:00:00Z,NA,4955913,4955913,PacBio,Chinese Center for Disease Control and Prevention,PRJNA923774,SAMN32736966,4934,4672,139,Escherichia coli,99.48,0.18
GCA_024585725,2,GCA_024585725.1,Escherichia coli,NA,MB1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4879421,Complete Genome,2022-08-08T00:00:00Z,NA,4780610,4780610,Oxford Nanopore MinION; Illumina NovaSeq,University of Bern,PRJNA725375,SAMN18877302,4689,4355,213,Escherichia coli,99.22,0.23
GCA_030013165,9,GCA_030013165.1,Escherichia coli,NA,ETEC4085,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5870584,Complete Genome,2023-05-15T00:00:00Z,NA,5238491,5238491,Oxford Nanopore GridION,Universiteit Gent,PRJNA917806,SAMN32549661,5970,5521,314,Escherichia coli,98.56,0.62
GCA_024300685,6,GCA_024300685.1,Escherichia coli,NA,2003-3014,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5955072,Complete Genome,2022-07-18T00:00:00Z,NA,5840137,5840137,Oxford Nanopore MiniION; Illumina MiSeq,The University of Texas at San Antonio,PRJNA794938,SAMN24907326,6107,5655,314,Escherichia coli,99.27,0.71
GCA_030142415,1,GCA_030142415.1,Escherichia coli,NA,HT873X1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4604478,Complete Genome,2023-05-31T00:00:00Z,NA,4604478,4604478,PacBio,NIH/NCI,PRJNA946771,SAMN33830321,4502,4190,190,Escherichia coli,98.72,0.15
GCA_029594315,114,GCA_029594315.1,Escherichia coli,NA,A20,NA,NA,NA,NA,5040849,Scaffold,2023-04-05T00:00:00Z,NA,134442,135185,Illumina,University of Wyoming,PRJNA939729,SAMN33491742,NA,NA,NA,Escherichia coli,98.79,0.23
GCA_028525605,100,GCA_028525605.1,Escherichia coli,NA,LJS029,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5044809,Scaffold,2023-02-06T00:00:00Z,NA,184187,208549,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904745,5023,4687,233,Escherichia coli,98.89,0.33
GCA_025399135,2,GCA_025399135.1,Escherichia coli,NA,PNUSAE008512,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5581012,Complete Genome,2022-09-25T00:00:00Z,NA,5486367,5486367,Oxford Nanopore MinION; Illumina MiSeq,Utah Public Health Laboratory Infectious Disease submission group,PRJNA812595,SAMN07375592,5594,5055,405,Escherichia coli,99.13,0.15
GCA_029360225,134,GCA_029360225.1,Escherichia coli,NA,619_B8_1,NA,NA,NA,NA,5042011,Scaffold,2023-03-22T00:00:00Z,NA,105145,113570,Complete Genomics,University of Gothenburg,PRJNA914629,SAMN32539323,NA,NA,NA,Escherichia coli,97.65,0.27
GCA_030178135,98,GCA_030178135.1,Escherichia coli,NA,5,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4829098,Scaffold,2023-05-12T00:00:00Z,NA,235988,235988,Illumina HiSeq PE150,Huazhong Agricultural University,PRJNA530361,SAMN11311942,4802,4528,172,Escherichia coli,99.36,0.83
GCA_030207955,73,GCA_030207955.1,Escherichia coli,NA,B57,NA,NA,NA,NA,4855888,Scaffold,2023-06-07T00:00:00Z,NA,189019,189019,Illumina HiSeq 2500,South China Agricultural University,PRJNA954068,SAMN34133693,NA,NA,NA,Escherichia coli,99.52,0.77
GCA_030063845,5,GCA_030063845.1,Escherichia coli,NA,AVS0938,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5536596,Chromosome,2023-05-12T00:00:00Z,NA,5288679,5288679,"Illumina MiniSeq, Oxford Nanopore",University of Zurich,PRJNA961666,SAMN34360986,5527,5121,298,Escherichia coli,98.87,0.59
GCA_026612945,159,GCA_026612945.1,Escherichia coli,NA,Q88,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4954672,Scaffold,2022-12-02T00:00:00Z,NA,95484,102577,Illumina HiSeq,China Agricultural University,PRJNA664776,SAMN16232022,4827,4551,183,Escherichia coli,99.52,0.57
GCA_027695675,85,GCA_027695675.1,Escherichia coli,NA,LG100-35,NA,NA,NA,NA,4971318,Scaffold,2023-01-12T00:00:00Z,NA,174341,250413,MGI,BGI-Shenzhen,PRJNA903559,SAMN31809610,NA,NA,NA,Escherichia coli,99.41,0.38
GCA_028752735,4,GCA_028752735.1,Escherichia coli,NA,CM2010-0578/1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5310653,Complete Genome,2023-02-21T00:00:00Z,NA,4983642,4983642,Oxford Nanopore; Illumina MiSeq,University of Melbourne,PRJNA780013,SAMN23100651,5320,4951,246,Escherichia coli,99.21,0.29
GCA_025583565,6,GCA_025583565.2,Escherichia coli,NA,YZLc4-1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5303550,Complete Genome,2023-06-01T00:00:00Z,NA,4875625,4875625,Oxford Nanopore MinION,Yangzhou University,PRJNA877800,SAMN30724595,5193,4867,206,Escherichia coli,99.16,0.47
GCA_029594535,73,GCA_029594535.1,Escherichia coli,NA,A8,NA,NA,NA,NA,5200774,Scaffold,2023-04-05T00:00:00Z,NA,208989,242067,Illumina,University of Wyoming,PRJNA939729,SAMN33491730,NA,NA,NA,Escherichia coli,98.96,0.58
GCA_029987755,2,GCA_029987755.1,Escherichia coli,NA,AVS0536,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5236639,Complete Genome,2023-05-12T00:00:00Z,NA,5089992,5089992,"Illumina MiniSeq, Oxford Nanopore",University of Zurich,PRJNA961666,SAMN34375063,5108,4759,243,Escherichia coli,98.64,0.97
GCA_028551585,5,GCA_028551585.1,Escherichia coli,NA,DETEC-P80,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5066569,Complete Genome,2023-01-24T00:00:00Z,NA,4680477,4680477,Oxford Nanopore,University of Birmingham,PRJNA907549,SAMN31988479,5026,4640,265,Escherichia coli,98.79,0.36
GCA_028752695,4,GCA_028752695.1,Escherichia coli,NA,APEC 102026,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5384245,Complete Genome,2023-02-21T00:00:00Z,NA,5197709,5197709,Oxford Nanopore MinION; Illumina MiSeq,University of Melbourne,PRJNA780013,SAMN23175190,5317,4925,273,Escherichia coli,99.33,0.98
GCA_029360065,238,GCA_029360065.1,Escherichia coli,NA,ET_17,NA,NA,NA,NA,5381085,Scaffold,2023-03-22T00:00:00Z,NA,164225,164225,Complete Genomics,University of Gothenburg,PRJNA914629,SAMN32539332,NA,NA,NA,Escherichia coli,99.49,0.9
GCA_029988835,2,GCA_029988835.1,Escherichia coli,NA,AVS0710,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5206824,Complete Genome,2023-05-12T00:00:00Z,NA,5060072,5060072,"Illumina MiniSeq, Oxford Nanopore",University of Zurich,PRJNA961666,SAMN34375056,5078,4738,233,Escherichia coli,98.64,0.97
GCA_024585545,5,GCA_024585545.1,Escherichia coli,NA,MB49,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5097988,Complete Genome,2022-08-08T00:00:00Z,NA,4834128,4834128,Oxford Nanopore MinION; Illumina NovaSeq,University of Bern,PRJNA725375,SAMN18877311,4910,4648,138,Escherichia coli,98.99,0.45
GCA_030024925,184,GCA_030024925.1,Escherichia coli,NA,6,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5354178,Scaffold,2023-05-16T00:00:00Z,NA,356815,356815,Illumina MiSeq,Cepheid,PRJNA962793,SAMN34372874,5301,5004,209,Escherichia coli,99.1,0.78
GCA_025200635,4,GCA_025200635.1,Escherichia coli,NA,USDA-ARS-USMARC-50748,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5171782,Complete Genome,2022-09-14T00:00:00Z,NA,4922028,4922028,PacBio RSII,USDA-ARS-USMARC,PRJNA281531,SAMN30466958,5082,4792,174,Escherichia coli,99.17,0.69
GCA_030013325,3,GCA_030013325.1,Escherichia coli,NA,ETEC4070,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5217743,Complete Genome,2023-05-15T00:00:00Z,NA,5067014,5067014,Oxford Nanopore GridION,Universiteit Gent,PRJNA917806,SAMN32549647,5134,4764,247,Escherichia coli,98.37,0.15
GCA_027888445,116,GCA_027888445.1,Escherichia coli,NA,EC9005,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4859128,Scaffold,2023-01-17T00:00:00Z,NA,132605,191053,NovaSeq 6000,Nanjing Drum Tower Hospital,PRJNA868583,SAMN30260259,4751,4456,212,Escherichia coli,98.98,0.34
GCA_024584885,2,GCA_024584885.1,Escherichia coli,NA,0-4,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5062962,Complete Genome,2022-08-08T00:00:00Z,NA,4985310,4985310,Illumina MiSeq 2 x 250 bp,University of Colroado Anschutz Medical Campus,PRJNA320137,SAMN04917421,4946,4715,114,Escherichia coli,99.56,0.33
GCA_029988575,2,GCA_029988575.1,Escherichia coli,NA,AVS0971,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5210610,Complete Genome,2023-05-12T00:00:00Z,NA,5072410,5072410,"Illumina MiniSeq, Oxford Nanopore",University of Zurich,PRJNA961666,SAMN34375058,5077,4732,237,Escherichia coli,98.67,0.97
GCA_028436135,247,GCA_028436135.1,Escherichia coli,NA,358,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5172845,Scaffold,2023-02-02T00:00:00Z,NA,102336,102336,Illumina HiSeq,China Agricultural University,PRJNA675421,SAMN16707677,5216,4891,211,Escherichia coli,99.02,0.47
GCA_024499095,6,GCA_024499095.1,Escherichia coli,NA,CPww7,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5268278,Complete Genome,2022-08-01T00:00:00Z,NA,4870208,4870208,Oxford Nanopore MinION; Illumina NovaSeq,Chulalongkorn University,PRJNA731849,SAMN19296501,5182,4877,185,Escherichia coli,99.48,0.65
